State,Last_Update,Confirmed
Washington,2020-08-26,71705
West Virginia,2020-08-26,9399
Wisconsin,2020-08-26,71492
Wyoming,2020-08-26,3632
Province_State,Last_Update,Confirmed
Alabama,2020-08-27,119904
Alaska,2020-08-27,4895
American Samoa,2020-08-27,0
Arizona,2020-08-27,199459
Arkansas,2020-08-27,58023
California,2020-08-27,687004
Colorado,2020-08-27,55993
Connecticut,2020-08-27,52220
Delaware,2020-08-27,16986
Diamond Princess,2020-08-27,49
District of Columbia,2020-08-27,13684
Florida,2020-08-27,608722
Georgia,2020-08-27,260590
Grand Princess,2020-08-27,103
Guam,2020-08-27,1120
Hawaii,2020-08-27,7260
Idaho,2020-08-27,30771
Illinois,2020-08-27,227043
Indiana,2020-08-27,89359
Iowa,2020-08-27,58807
Kansas,2020-08-27,39880
Kentucky,2020-08-27,45230
Louisiana,2020-08-27,144960
Maine,2020-08-27,4389
Maryland,2020-08-27,105486
Massachusetts,2020-08-27,126756
Michigan,2020-08-27,109480
Minnesota,2020-08-27,71236
Mississippi,2020-08-27,80110
Missouri,2020-08-27,78743
Montana,2020-08-27,6785
Nebraska,2020-08-27,32727
Nevada,2020-08-27,66666
New Hampshire,2020-08-27,7156
New Jersey,2020-08-27,190306
New Mexico,2020-08-27,24732
New York,2020-08-27,431340
North Carolina,2020-08-27,158985
North Dakota,2020-08-27,10467
Northern Mariana Islands,2020-08-27,54
Ohio,2020-08-27,117584
Oklahoma,2020-08-27,54838
Oregon,2020-08-27,25571
Pennsylvania,2020-08-27,135279
Puerto Rico,2020-08-27,30744
Rhode Island,2020-08-27,21454
South Carolina,2020-08-27,114093
South Dakota,2020-08-27,11571
Tennessee,2020-08-27,147353
Texas,2020-08-27,613395
Utah,2020-08-27,50174
Vermont,2020-08-27,1577
Virgin Islands,2020-08-27,1030
Virginia,2020-08-27,115448
Washington,2020-08-27,72161
West Virginia,2020-08-27,9544
Wisconsin,2020-08-27,72260
Wyoming,2020-08-27,3680
Province_State,Last_Update,Confirmed
Alabama,2020-08-28,121041
Alaska,2020-08-28,4974
American Samoa,2020-08-28,0
Arizona,2020-08-28,200139
Arkansas,2020-08-28,58745
California,2020-08-28,691821
Colorado,2020-08-28,56343
Connecticut,2020-08-28,52350
Delaware,2020-08-28,16976
Diamond Princess,2020-08-28,49
District of Columbia,2020-08-28,13794
Florida,2020-08-28,611991
Georgia,2020-08-28,263074
Grand Princess,2020-08-28,103
Guam,2020-08-28,1232
Hawaii,2020-08-28,7566
Idaho,2020-08-28,31113
Illinois,2020-08-28,228750
Indiana,2020-08-28,90504
Iowa,2020-08-28,61488
Kansas,2020-08-28,40360
Kentucky,2020-08-28,45978
Louisiana,2020-08-28,145637
Maine,2020-08-28,4414
Maryland,2020-08-28,106063
Massachusetts,2020-08-28,127124
Michigan,2020-08-28,110343
Minnesota,2020-08-28,72390
Mississippi,2020-08-28,80695
Missouri,2020-08-28,80214
Montana,2020-08-28,6929
Nebraska,2020-08-28,33101
Nevada,2020-08-28,67220
New Hampshire,2020-08-28,7194
New Jersey,2020-08-28,190613
New Mexico,2020-08-28,24920
New York,2020-08-28,432131
North Carolina,2020-08-28,161076
North Dakota,2020-08-28,10800
Northern Mariana Islands,2020-08-28,54
Ohio,2020-08-28,118828
Oklahoma,2020-08-28,55550
Oregon,2020-08-28,25761
Pennsylvania,2020-08-28,135912
Puerto Rico,2020-08-28,31383
Rhode Island,2020-08-28,21589
South Carolina,2020-08-28,114598
South Dakota,2020-08-28,12194
Tennessee,2020-08-28,149179
Texas,2020-08-28,617334
Utah,2020-08-28,50557
Vermont,2020-08-28,1586
Virgin Islands,2020-08-28,1052
Virginia,2020-08-28,116569
Washington,2020-08-28,72703
West Virginia,2020-08-28,9633
Wisconsin,2020-08-28,73138
Wyoming,2020-08-28,3733
Province_State,Last_Update,Confirmed
Alabama,2020-08-29,122879
Alaska,2020-08-29,5092
American Samoa,2020-08-29,0
Arizona,2020-08-29,200658
Arkansas,2020-08-29,59583
California,2020-08-29,697385
Colorado,2020-08-29,56773
Connecticut,2020-08-29,52495
Delaware,2020-08-29,17083
Diamond Princess,2020-08-29,49
District of Columbia,2020-08-29,13851
Florida,2020-08-29,615806
Georgia,2020-08-29,265372
Grand Princess,2020-08-29,103
Guam,2020-08-29,1287
Hawaii,2020-08-29,7830
Idaho,2020-08-29,31376
Illinois,2020-08-29,231186
Indiana,2020-08-29,91313
Iowa,2020-08-29,62828
Kansas,2020-08-29,41050
Kentucky,2020-08-29,46757
Louisiana,2020-08-29,146243
Maine,2020-08-29,4436
Maryland,2020-08-29,106664
Massachusetts,2020-08-29,127584
Michigan,2020-08-29,111136
Minnesota,2020-08-29,73240
Mississippi,2020-08-29,81294
Missouri,2020-08-29,81672
Montana,2020-08-29,7063
Nebraska,2020-08-29,33436
Nevada,2020-08-29,67852
New Hampshire,2020-08-29,7216
New Jersey,2020-08-29,190971
New Mexico,2020-08-29,25042
New York,2020-08-29,432767
North Carolina,2020-08-29,162491
North Dakota,2020-08-29,11110
Northern Mariana Islands,2020-08-29,54
Ohio,2020-08-29,120124
Oklahoma,2020-08-29,56260
Oregon,2020-08-29,26054
Pennsylvania,2020-08-29,136781
Puerto Rico,2020-08-29,31988
Rhode Island,2020-08-29,21683
South Carolina,2020-08-29,115951
South Dakota,2020-08-29,12517
Tennessee,2020-08-29,150815
Texas,2020-08-29,622569
Utah,2020-08-29,50948
Vermont,2020-08-29,1589
Virgin Islands,2020-08-29,1075
Virginia,2020-08-29,117592
Washington,2020-08-29,73301
West Virginia,2020-08-29,9826
Wisconsin,2020-08-29,73981
Wyoming,2020-08-29,3803
Province_State,Last_Update,Confirmed
Alabama,2020-08-30,124155
Alaska,2020-08-30,5182
American Samoa,2020-08-30,0
Arizona,2020-08-30,201287
Arkansas,2020-08-30,60378
California,2020-08-30,702038
Colorado,2020-08-30,57040
Connecticut,2020-08-30,52495
Delaware,2020-08-30,17349
Diamond Princess,2020-08-30,49
District of Columbia,2020-08-30,13925
Florida,2020-08-30,619003
Georgia,2020-08-30,267758
Grand Princess,2020-08-30,103
Guam,2020-08-30,1287
Hawaii,2020-08-30,8139
Idaho,2020-08-30,31668
Illinois,2020-08-30,233066
Indiana,2020-08-30,92434
Iowa,2020-08-30,63612
Kansas,2020-08-30,41595
Kentucky,2020-08-30,47577
Louisiana,2020-08-30,146243
Maine,2020-08-30,4492
Maryland,2020-08-30,107294
Massachusetts,2020-08-30,128030
Michigan,2020-08-30,111136
Minnesota,2020-08-30,74257
Mississippi,2020-08-30,82029
Missouri,2020-08-30,83168
Montana,2020-08-30,7251
Nebraska,2020-08-30,33753
Nevada,2020-08-30,68461
New Hampshire,2020-08-30,7246
New Jersey,2020-08-30,191320
New Mexico,2020-08-30,25178
New York,2020-08-30,433402
North Carolina,2020-08-30,165076
North Dakota,2020-08-30,11484
Northern Mariana Islands,2020-08-30,56
Ohio,2020-08-30,121320
Oklahoma,2020-08-30,57353
Oregon,2020-08-30,26293
Pennsylvania,2020-08-30,137576
Puerto Rico,2020-08-30,32550
Rhode Island,2020-08-30,21683
South Carolina,2020-08-30,117249
South Dakota,2020-08-30,12942
Tennessee,2020-08-30,152280
Texas,2020-08-30,630017
Utah,2020-08-30,51406
Vermont,2020-08-30,1605
Virgin Islands,2020-08-30,1118
Virginia,2020-08-30,118809
Washington,2020-08-30,73879
West Virginia,2020-08-30,9970
Wisconsin,2020-08-30,74800
Wyoming,2020-08-30,3795
Province_State,Last_Update,Confirmed
Alabama,2020-08-31,124944
Alaska,2020-08-31,5226
American Samoa,2020-08-31,0
Arizona,2020-08-31,201661
Arkansas,2020-08-31,60856
California,2020-08-31,705951
Colorado,2020-08-31,57223
Connecticut,2020-08-31,52495
Delaware,2020-08-31,17343
Diamond Princess,2020-08-31,49
District of Columbia,2020-08-31,13959
Florida,2020-08-31,621586
Georgia,2020-08-31,268973
Grand Princess,2020-08-31,103
Guam,2020-08-31,1287
Hawaii,2020-08-31,8339
Idaho,2020-08-31,31858
Illinois,2020-08-31,235058
Indiana,2020-08-31,93313
Iowa,2020-08-31,64599
Kansas,2020-08-31,41761
Kentucky,2020-08-31,48031
Louisiana,2020-08-31,147867
Maine,2020-08-31,4514
Maryland,2020-08-31,107791
Massachusetts,2020-08-31,128229
Michigan,2020-08-31,112526
Minnesota,2020-08-31,75189
Mississippi,2020-08-31,82676
Missouri,2020-08-31,84474
Montana,2020-08-31,7340
Nebraska,2020-08-31,34046
Nevada,2020-08-31,68908
New Hampshire,2020-08-31,7254
New Jersey,2020-08-31,191611
New Mexico,2020-08-31,25283
New York,2020-08-31,434100
North Carolina,2020-08-31,166127
North Dakota,2020-08-31,11702
Northern Mariana Islands,2020-08-31,56
Ohio,2020-08-31,122260
Oklahoma,2020-08-31,58119
Oregon,2020-08-31,26554
Pennsylvania,2020-08-31,138134
Puerto Rico,2020-08-31,32848
Rhode Island,2020-08-31,21683
South Carolina,2020-08-31,118324
South Dakota,2020-08-31,13322
Tennessee,2020-08-31,153115
Texas,2020-08-31,632866
Utah,2020-08-31,51854
Vermont,2020-08-31,1616
Virgin Islands,2020-08-31,1129
Virginia,2020-08-31,119747
Washington,2020-08-31,74320
West Virginia,2020-08-31,10109
Wisconsin,2020-08-31,75337
Wyoming,2020-08-31,3829
Province_State,Last_Update,Confirmed
Alabama,2020-09-01,126500
Alaska,2020-09-01,5263
American Samoa,2020-09-01,0
Arizona,2020-09-01,201835
Arkansas,2020-09-01,61224
California,2020-09-01,712475
Colorado,2020-09-01,57424
Connecticut,2020-09-01,52879
Delaware,2020-09-01,17429
Diamond Princess,2020-09-01,49
District of Columbia,2020-09-01,13992
Florida,2020-09-01,623471
Georgia,2020-09-01,270471
Grand Princess,2020-09-01,103
Guam,2020-09-01,1395
Hawaii,2020-09-01,8472
Idaho,2020-09-01,32081
Illinois,2020-09-01,236724
Indiana,2020-09-01,94196
Iowa,2020-09-01,65139
Kansas,2020-09-01,42599
Kentucky,2020-09-01,48396
Louisiana,2020-09-01,148193
Maine,2020-09-01,4529
Maryland,2020-09-01,108249
Massachusetts,2020-09-01,128533
Michigan,2020-09-01,113025
Minnesota,2020-09-01,75864
Mississippi,2020-09-01,82950
Missouri,2020-09-01,85635
Montana,2020-09-01,7421
Nebraska,2020-09-01,34287
Nevada,2020-09-01,69228
New Hampshire,2020-09-01,7275
New Jersey,2020-09-01,191960
New Mexico,2020-09-01,25352
New York,2020-09-01,434756
North Carolina,2020-09-01,167309
North Dakota,2020-09-01,11816
Northern Mariana Islands,2020-09-01,56
Ohio,2020-09-01,123155
Oklahoma,2020-09-01,58733
Oregon,2020-09-01,26713
Pennsylvania,2020-09-01,138795
Puerto Rico,2020-09-01,33199
Rhode Island,2020-09-01,21949
South Carolina,2020-09-01,118992
South Dakota,2020-09-01,13509
Tennessee,2020-09-01,154933
Texas,2020-09-01,636104
Utah,2020-09-01,52107
Vermont,2020-09-01,1624
Virgin Islands,2020-09-01,1134
Virginia,2020-09-01,120594
Washington,2020-09-01,74635
West Virginia,2020-09-01,10249
Wisconsin,2020-09-01,75603
Wyoming,2020-09-01,3850
Province_State,Last_Update,Confirmed
Alabama,2020-09-02,127234
Alaska,2020-09-02,5297
American Samoa,2020-09-02,0
Arizona,2020-09-02,202342
Arkansas,2020-09-02,61497
California,2020-09-02,715617
Colorado,2020-09-02,57775
Connecticut,2020-09-02,53006
Delaware,2020-09-02,17535
Diamond Princess,2020-09-02,49
District of Columbia,2020-09-02,14049
Florida,2020-09-02,631040
Georgia,2020-09-02,272697
Grand Princess,2020-09-02,103
Guam,2020-09-02,1447
Hawaii,2020-09-02,8653
Idaho,2020-09-02,32353
Illinois,2020-09-02,238216
Indiana,2020-09-02,94891
Iowa,2020-09-02,65847
Kansas,2020-09-02,42962
Kentucky,2020-09-02,49185
Louisiana,2020-09-02,148882
Maine,2020-09-02,4549
Maryland,2020-09-02,108863
Massachusetts,2020-09-02,128888
Michigan,2020-09-02,113820
Minnesota,2020-09-02,76355
Mississippi,2020-09-02,83584
Missouri,2020-09-02,86738
Montana,2020-09-02,7509
Nebraska,2020-09-02,34574
Nevada,2020-09-02,69633
New Hampshire,2020-09-02,7297
New Jersey,2020-09-02,192290
New Mexico,2020-09-02,25460
New York,2020-09-02,435510
North Carolina,2020-09-02,169424
North Dakota,2020-09-02,12000
Northern Mariana Islands,2020-09-02,57
Ohio,2020-09-02,124606
Oklahoma,2020-09-02,59398
Oregon,2020-09-02,26946
Pennsylvania,2020-09-02,139548
Puerto Rico,2020-09-02,33421
Rhode Island,2020-09-02,22002
South Carolina,2020-09-02,119846
South Dakota,2020-09-02,13749
Tennessee,2020-09-02,156329
Texas,2020-09-02,641163
Utah,2020-09-02,52403
Vermont,2020-09-02,1635
Virgin Islands,2020-09-02,1143
Virginia,2020-09-02,121615
Washington,2020-09-02,74939
West Virginia,2020-09-02,10513
Wisconsin,2020-09-02,76584
Wyoming,2020-09-02,3874
Province_State,Last_Update,Confirmed
Alabama,2020-09-03,128240
Alaska,2020-09-03,5362
American Samoa,2020-09-03,0
Arizona,2020-09-03,202861
Arkansas,2020-09-03,62112
California,2020-09-03,721281
Colorado,2020-09-03,58019
Connecticut,2020-09-03,53108
Delaware,2020-09-03,17549
Diamond Princess,2020-09-03,49
District of Columbia,2020-09-03,14077
Florida,2020-09-03,633442
Georgia,2020-09-03,274613
Grand Princess,2020-09-03,103
Guam,2020-09-03,1494
Hawaii,2020-09-03,8991
Idaho,2020-09-03,32664
Illinois,2020-09-03,240344
Indiana,2020-09-03,95750
Iowa,2020-09-03,66463
Kansas,2020-09-03,43847
Kentucky,2020-09-03,49991
Louisiana,2020-09-03,149838
Maine,2020-09-03,4568
Maryland,2020-09-03,109319
Massachusetts,2020-09-03,129182
Michigan,2020-09-03,114468
Minnesota,2020-09-03,77085
Mississippi,2020-09-03,84365
Missouri,2020-09-03,88216
Montana,2020-09-03,7691
Nebraska,2020-09-03,34995
Nevada,2020-09-03,69872
New Hampshire,2020-09-03,7309
New Jersey,2020-09-03,192595
New Mexico,2020-09-03,25612
New York,2020-09-03,436218
North Carolina,2020-09-03,170553
North Dakota,2020-09-03,12267
Northern Mariana Islands,2020-09-03,57
Ohio,2020-09-03,125767
Oklahoma,2020-09-03,60118
Oregon,2020-09-03,27075
Pennsylvania,2020-09-03,140532
Puerto Rico,2020-09-03,34003
Rhode Island,2020-09-03,22078
South Carolina,2020-09-03,120503
South Dakota,2020-09-03,14003
Tennessee,2020-09-03,157831
Texas,2020-09-03,645310
Utah,2020-09-03,52822
Vermont,2020-09-03,1637
Virgin Islands,2020-09-03,1144
Virginia,2020-09-03,122518
Washington,2020-09-03,75377
West Virginia,2020-09-03,10658
Wisconsin,2020-09-03,77129
Wyoming,2020-09-03,3911
Province_State,Last_Update,Confirmed
Alabama,2020-09-04,129225
Alaska,2020-09-04,5464
American Samoa,2020-09-04,0
Arizona,2020-09-04,203953
Arkansas,2020-09-04,63081
California,2020-09-04,726018
Colorado,2020-09-04,58287
Connecticut,2020-09-04,53209
Delaware,2020-09-04,17653
Diamond Princess,2020-09-04,49
District of Columbia,2020-09-04,14135
Florida,2020-09-04,637013
Georgia,2020-09-04,277288
Grand Princess,2020-09-04,103
Guam,2020-09-04,1560
Hawaii,2020-09-04,9202
Idaho,2020-09-04,32927
Illinois,2020-09-04,241704
Indiana,2020-09-04,96854
Iowa,2020-09-04,67691
Kansas,2020-09-04,44394
Kentucky,2020-09-04,50885
Louisiana,2020-09-04,150651
Maine,2020-09-04,4618
Maryland,2020-09-04,110012
Massachusetts,2020-09-04,121546
Michigan,2020-09-04,115242
Minnesota,2020-09-04,78123
Mississippi,2020-09-04,85116
Missouri,2020-09-04,89639
Montana,2020-09-04,7871
Nebraska,2020-09-04,35469
Nevada,2020-09-04,70223
New Hampshire,2020-09-04,7347
New Jersey,2020-09-04,192973
New Mexico,2020-09-04,25812
New York,2020-09-04,437107
North Carolina,2020-09-04,172201
North Dakota,2020-09-04,12629
Northern Mariana Islands,2020-09-04,57
Ohio,2020-09-04,127112
Oklahoma,2020-09-04,61027
Oregon,2020-09-04,27336
Pennsylvania,2020-09-04,141570
Puerto Rico,2020-09-04,34198
Rhode Island,2020-09-04,22143
South Carolina,2020-09-04,121696
South Dakota,2020-09-04,14337
Tennessee,2020-09-04,159546
Texas,2020-09-04,648881
Utah,2020-09-04,53326
Vermont,2020-09-04,1637
Virgin Islands,2020-09-04,1150
Virginia,2020-09-04,123637
Washington,2020-09-04,75856
West Virginia,2020-09-04,10855
Wisconsin,2020-09-04,77856
Wyoming,2020-09-04,3941
Province_State,Last_Update,Confirmed
Alabama,2020-09-05,130373
Alaska,2020-09-05,5584
American Samoa,2020-09-05,0
Arizona,2020-09-05,204681
Arkansas,2020-09-05,64175
California,2020-09-05,730662
Colorado,2020-09-05,58287
Connecticut,2020-09-05,53365
Delaware,2020-09-05,17752
Diamond Princess,2020-09-05,49
District of Columbia,2020-09-05,14186
Florida,2020-09-05,640211
Georgia,2020-09-05,279354
Grand Princess,2020-09-05,103
Guam,2020-09-05,1619
Hawaii,2020-09-05,9473
Idaho,2020-09-05,33193
Illinois,2020-09-05,247298
Indiana,2020-09-05,97884
Iowa,2020-09-05,68744
Kansas,2020-09-05,45365
Kentucky,2020-09-05,51677
Louisiana,2020-09-05,151473
Maine,2020-09-05,4633
Maryland,2020-09-05,110831
Massachusetts,2020-09-05,121758
Michigan,2020-09-05,116295
Minnesota,2020-09-05,78966
Mississippi,2020-09-05,85939
Missouri,2020-09-05,91228
Montana,2020-09-05,8019
Nebraska,2020-09-05,35661
Nevada,2020-09-05,70712
New Hampshire,2020-09-05,7368
New Jersey,2020-09-05,193422
New Mexico,2020-09-05,25902
New York,2020-09-05,437971
North Carolina,2020-09-05,174253
North Dakota,2020-09-05,12973
Northern Mariana Islands,2020-09-05,57
Ohio,2020-09-05,128444
Oklahoma,2020-09-05,62040
Oregon,2020-09-05,27601
Pennsylvania,2020-09-05,142495
Puerto Rico,2020-09-05,34241
Rhode Island,2020-09-05,22243
South Carolina,2020-09-05,123325
South Dakota,2020-09-05,14596
Tennessee,2020-09-05,160597
Texas,2020-09-05,654809
Utah,2020-09-05,53839
Vermont,2020-09-05,1642
Virgin Islands,2020-09-05,1150
Virginia,2020-09-05,124738
Washington,2020-09-05,76335
West Virginia,2020-09-05,11042
Wisconsin,2020-09-05,79354
Wyoming,2020-09-05,3990
Province_State,Last_Update,Confirmed
Alabama,2020-09-06,130914
Alaska,2020-09-06,5677
American Samoa,2020-09-06,0
Arizona,2020-09-06,205517
Arkansas,2020-09-06,64690
California,2020-09-06,735314
Colorado,2020-09-06,58986
Connecticut,2020-09-06,53365
Delaware,2020-09-06,17892
Diamond Princess,2020-09-06,49
District of Columbia,2020-09-06,14238
Florida,2020-09-06,643867
Georgia,2020-09-06,281548
Grand Princess,2020-09-06,103
Guam,2020-09-06,1619
Hawaii,2020-09-06,9693
Idaho,2020-09-06,33474
Illinois,2020-09-06,250102
Indiana,2020-09-06,98961
Iowa,2020-09-06,69690
Kansas,2020-09-06,45656
Kentucky,2020-09-06,52464
Louisiana,2020-09-06,151473
Maine,2020-09-06,4633
Maryland,2020-09-06,111607
Massachusetts,2020-09-06,122196
Michigan,2020-09-06,117191
Minnesota,2020-09-06,79880
Mississippi,2020-09-06,86478
Missouri,2020-09-06,93171
Montana,2020-09-06,8164
Nebraska,2020-09-06,35805
Nevada,2020-09-06,71102
New Hampshire,2020-09-06,7424
New Jersey,2020-09-06,193747
New Mexico,2020-09-06,26048
New York,2020-09-06,438772
North Carolina,2020-09-06,175815
North Dakota,2020-09-06,13334
Northern Mariana Islands,2020-09-06,58
Ohio,2020-09-06,129785
Oklahoma,2020-09-06,63187
Oregon,2020-09-06,27856
Pennsylvania,2020-09-06,143280
Puerto Rico,2020-09-06,34492
Rhode Island,2020-09-06,22243
South Carolina,2020-09-06,124289
South Dakota,2020-09-06,14889
Tennessee,2020-09-06,162362
Texas,2020-09-06,659294
Utah,2020-09-06,54272
Vermont,2020-09-06,1647
Virgin Islands,2020-09-06,1167
Virginia,2020-09-06,125727
Washington,2020-09-06,76836
West Virginia,2020-09-06,11293
Wisconsin,2020-09-06,80300
Wyoming,2020-09-06,3990
Province_State,Last_Update,Confirmed
Alabama,2020-09-07,131690
Alaska,2020-09-07,5760
American Samoa,2020-09-07,0
Arizona,2020-09-07,205767
Arkansas,2020-09-07,65377
California,2020-09-07,738856
Colorado,2020-09-07,59271
Connecticut,2020-09-07,53365
Delaware,2020-09-07,18043
Diamond Princess,2020-09-07,49
District of Columbia,2020-09-07,14279
Florida,2020-09-07,646431
Georgia,2020-09-07,283199
Grand Princess,2020-09-07,103
Guam,2020-09-07,1619
Hawaii,2020-09-07,9855
Idaho,2020-09-07,33664
Illinois,2020-09-07,251515
Indiana,2020-09-07,99804
Iowa,2020-09-07,70215
Kansas,2020-09-07,45830
Kentucky,2020-09-07,52774
Louisiana,2020-09-07,152868
Maine,2020-09-07,4683
Maryland,2020-09-07,112119
Massachusetts,2020-09-07,122562
Michigan,2020-09-07,117191
Minnesota,2020-09-07,80587
Mississippi,2020-09-07,86888
Missouri,2020-09-07,94492
Montana,2020-09-07,8264
Nebraska,2020-09-07,35886
Nevada,2020-09-07,71610
New Hampshire,2020-09-07,7447
New Jersey,2020-09-07,194058
New Mexico,2020-09-07,26107
